StokesI_major,StokesI_offset_major,StokesI_minor,StokesI_offset_minor
4.8412232,-0.702922470831599,0.49735123,-0.702922470831599
5.9133134,-0.6775750880898737,0.61382985,-0.6775750880898737
6.622074,-0.6638072009250879,0.7155197,-0.6638072009250879
8.160923,-0.6384293226348552,0.9661112,-0.6384293226348552
8.160923,-0.6384293226348552,0.9661112,-0.6384293226348552
10.100125,-0.6130579091733506,1.3256801,-0.6130579091733506
12.490842,-0.5876937978233224,1.8211366,-0.5876937978233224
13.922823,-0.5740278738876712,2.150931,-0.5740278738876712
17.020603,-0.5486310235486143,2.941085,-0.5486310235486143
18.684885,-0.5369916200463468,3.3977146,-0.5369916200463468
20.563711,-0.5232399067349509,4.002548,-0.5232399067349509
24.50295,-0.49785540069381595,5.4155827,-0.49785540069381595
28.772427,-0.47247857094264084,7.274989,-0.47247857094264084
28.772427,-0.47247857094264084,7.274989,-0.47247857094264084
33.300774,-0.447110724541472,9.680213,-0.447110724541472
38.023804,-0.4217534824989594,12.717126,-0.4217534824989594
40.40622,-0.4080882257551669,14.673263,-0.4080882257551669
45.39911,-0.38268524925844744,18.80677,-0.38268524925844744
47.90904,-0.3710795063055895,20.869297,-0.3710795063055895
50.57009,-0.35728979834302577,23.646341,-0.35728979834302577
55.985,-0.33190360046254397,29.183432,-0.33190360046254397
61.7708,-0.3065289545866753,35.444817,-0.3065289545866753
65.18604,-0.29301877072979476,39.149746,-0.29301877072979476
68.115166,-0.2811689883326396,42.531708,-0.2811689883326396
75.25008,-0.25582806726393414,50.642735,-0.25582806726393414
80.174324,-0.2421652328473268,55.280285,-0.2421652328473268
89.3951,-0.21674870241826136,65.334595,-0.21674870241826136
92.80031,-0.20523157651784485,71.17389,-0.20523157651784485
99.96604,-0.19134262462922372,77.171265,-0.19134262462922372
111.83751,-0.16595180023127198,91.03868,-0.16595180023127198
124.70644,-0.1405844941663198,106.892944,-0.1405844941663198
133.9238,-0.12727922061357858,113.992,-0.12727922061357858
137.95496,-0.1152562362737913,124.165054,-0.1152562362737913
150.6381,-0.09000000000000001,141.58818,-0.09000000000000001
159.1659,-0.07636753236814714,147.99297,-0.07636753236814714
168.41283,-0.05091168824543143,162.1542,-0.05091168824543143
169.45998,-0.04024922359499622,168.8602,-0.04024922359499622
173.79994,-0.025455844122715714,171.56477,-0.025455844122715714
174.58249,-0.0,174.58249,-0.0
170.66502,0.025455844122715714,170.67134,0.025455844122715714
165.4696,0.04024922359499622,166.09775,0.04024922359499622
162.63716,0.05091168824543143,160.60352,0.05091168824543143
151.60358,0.07636753236814714,146.1725,0.07636753236814714
143.28731,0.09000000000000001,138.70842,0.09000000000000001
130.33421,0.1152562362737913,121.847015,0.1152562362737913
125.68943,0.12727922061357858,112.75786,0.12727922061357858
117.55381,0.1405844941663198,105.3478,0.1405844941663198
105.59117,0.16595180023127198,90.28092,0.16595180023127198
94.76519,0.19134262462922372,77.05916,0.19134262462922372
88.553925,0.20523157651784485,71.0664,0.20523157651784485
85.15328,0.21674870241826136,65.64441,0.21674870241826136
76.68048,0.2421652328473268,55.782845,0.2421652328473268
72.22727,0.25582806726393414,51.056953,0.25582806726393414
65.404015,0.2811689883326396,42.922253,0.2811689883326396
62.47529,0.29301877072979476,39.585056,0.29301877072979476
59.208374,0.3065289545866753,35.741497,0.3065289545866753
53.451687,0.33190360046254397,29.392578,0.33190360046254397
47.99008,0.35728979834302577,23.816206,0.35728979834302577
45.32137,0.3710795063055895,20.977654,0.3710795063055895
42.73933,0.38268524925844744,18.989231,0.38268524925844744
37.67376,0.4080882257551669,14.897213,0.4080882257551669
35.28561,0.4217534824989594,12.917976,0.4217534824989594
30.561646,0.447110724541472,9.92076,0.447110724541472
26.106304,0.47247857094264084,7.530034,0.47247857094264084
26.106304,0.47247857094264084,7.530034,0.47247857094264084
21.981558,0.49785540069381595,5.6658587,0.49785540069381595
18.24353,0.5232399067349509,4.2417173,0.5232399067349509
16.527922,0.5369916200463468,3.6021473,0.5369916200463468
14.934944,0.5486310235486143,3.171738,0.5486310235486143
12.078541,0.5740278738876712,2.3766477,0.5740278738876712
10.807217,0.5876937978233224,2.0164964,0.5876937978233224
8.615878,0.6130579091733506,1.5174775,0.6130579091733506
6.82952,0.6384293226348552,1.1478565,0.6384293226348552
6.82952,0.6384293226348552,1.1478565,0.6384293226348552
5.394788,0.6638072009250879,0.8742987,0.6638072009250879
4.764913,0.6775750880898737,0.7453438,0.6775750880898737
3.753546,0.702922470831599,0.58216023,0.702922470831599
